lane,lane_label,run_id,item_id,batch_label,condition,difficulty,correct_key,seed_doc_path,lane_decision,lane_source_alignment,lane_distractor_quality,lane_stem_clarity,lane_difficulty_match_raw,lane_difficulty_match_pass,reviewer_decision,agrees_with_reviewer,flag_ambiguity,chunks_support_question,correct_answer_verifiable,distractors_clearly_wrong,reviewer_source_call_accurate,lane_notes
claude,Claude,gpt-baseline-medium,M051,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Protect against demand uncertainty + balance stocking function -> Why the DC Holds Inventory. Key C. Distractors: Supply Contracts Comparison, Initial Inventory, Inventory Management Failure. Reasonably clean section attribution."
codex,Codex,gpt-baseline-medium,M051,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the strongest section match because those two motives are explicit reasons why the DC holds inventory.
claude,Claude,gpt-baseline-medium,M052,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Demand normally distributed + distributor ordering model -> Multi-Period Inventory Model. Key A. Distractors: Supply Contracts Results, Initial Inventory, SnowTime Scenarios. Initial Inventory is somewhat plausible."
codex,Codex,gpt-baseline-medium,M052,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the correct section because the normal-demand assumption and service-level framing define the multi-period inventory model.
claude,Claude,gpt-baseline-medium,M053,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,2,4,4,True,,,False,False,True,True,False,"Reorder point depends on lead time and demand variability -> The (s,S) Policy. Key A. Distractors: SnowTime Scenarios, Three Principles, Drawbacks of Revenue Sharing — all clearly wrong for inventory policy content."
codex,Codex,gpt-baseline-medium,M053,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,"A best matches because both the reorder-point determinants and the below-s-to-S replenishment rule are central to the (s,S) policy."
claude,Claude,gpt-baseline-medium,M054,gpt-baseline,gpt/baseline,medium,B,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,2,4,4,True,,,False,False,True,True,False,"LT = replenishment lead time in days, AVG = average daily demand -> Notation. Key B. Distractors: Blockbuster Revenue Sharing, What to Make?, Key Insights from this Model — all irrelevant."
codex,Codex,gpt-baseline-medium,M054,gpt-baseline,gpt/baseline,medium,B,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,B is the exact section match because LT and AVG are variable definitions introduced in the notation section.
claude,Claude,gpt-baseline-medium,M055,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,2,4,4,True,,,False,False,True,True,False,"Safety stock: z x STD x sqrt(LT) formula -> Reorder Point Components. Key C. Distractors: Drawbacks of Revenue Sharing, Inventory Management Success, Revenue Sharing with Substitute — clearly wrong."
codex,Codex,gpt-baseline-medium,M055,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the strongest fit because both the safety-stock term and the choice of z are explicit reorder-point components.
claude,Claude,gpt-baseline-medium,M056,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,False,False,Average demand during lead time + specific calculation example -> Reorder Point Example. Key A. Distractor D (Notation) is somewhat plausible since notation definitions could appear in examples.
codex,Codex,gpt-baseline-medium,M056,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the correct section match because those numeric values are exactly the worked reorder-point example.
claude,Claude,gpt-baseline-medium,M057,gpt-baseline,gpt/baseline,medium,B,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,2,4,4,True,,,False,False,True,True,False,"Which system needs more inventory to meet service level -> Risk Pooling. Key B. Distractors: What to Make?, Revenue Sharing with Substitute, Supply Contracts Comparison — clearly wrong."
codex,Codex,gpt-baseline-medium,M057,gpt-baseline,gpt/baseline,medium,B,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,B best matches because both the centralization comparison and the service-level questions are part of the main risk-pooling section.
claude,Claude,gpt-baseline-medium,M058,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,False,False,Weekly holding cost $0.27 + order cost $60 -> Risk Pooling Example Setup. Key A. Distractor B (Reorder Point Components) is somewhat plausible given cost parameters relate to inventory models.
codex,Codex,gpt-baseline-medium,M058,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the exact section match because the weekly holding cost and order cost are part of the risk-pooling example setup.
claude,Claude,gpt-baseline-medium,M059,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,2,4,4,True,,,False,False,True,True,False,"Centralized coefficient of variation + pooling results -> Risk Pooling Example Results. Key D. Distractors: Inventory Management Success, Reorder Point Example, (s,S) Policies — clearly wrong."
codex,Codex,gpt-baseline-medium,M059,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D is the strongest fit because the coefficients of variation and centralized-versus-decentralized inventory numbers are the core risk-pooling example results.
claude,Claude,gpt-baseline-medium,M060,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,False,False,Works best with negatively correlated demand + important observations about risk pooling -> Risk Pooling: Important Observations. Key C. Distractor B (Changes in Inventory Turnover) is plausible as both discuss inventory performance insights.
codex,Codex,gpt-baseline-medium,M060,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the exact section match because both statements are the headline conclusions in risk pooling: important observations.
claude,Claude,gpt-baseline-medium,M061,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,2,4,4,True,,,False,False,True,True,False,"Periodic review used by 59% of firms + best practice statistics -> Inventory Management: Best Practice. Key C. Distractors: SnowTime, Risk Pooling Example Setup, Notation — clearly wrong."
codex,Codex,gpt-baseline-medium,M061,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the strongest section match because the cited best-practice percentages belong to Inventory Management: Best Practice.
claude,Claude,gpt-baseline-medium,M062,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,2,4,4,True,,,False,False,True,True,False,"Inventory turns increased over time -> Changes in Inventory Turnover. Key A. Distractors: SnowTime, Multi-Period, SnowTime Scenarios — all clearly wrong."
codex,Codex,gpt-baseline-medium,M062,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A directly matches the section focused on changes in inventory turnover and the multi-period increase in turns.
claude,Claude,gpt-baseline-medium,M063,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,False,False,Number of SKUs in warehouse listed at 10 + factors driving inventory reduction -> Factors that Drive Reduction in Inventory. Key A. Distractor B (Changes in Inventory Turnover) is plausible since both cover inventory performance trends.
codex,Codex,gpt-baseline-medium,M063,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the correct match because those percentages appear in the section on factors that drive reduction in inventory.
claude,Claude,gpt-baseline-medium,M064,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,2,4,4,True,,,False,False,True,True,False,"SCM principles 9.6% + better software -> Factors that will Drive Inventory Turns Change by 2000. Key C. Distractors: Risk Pooling Results, Risk Pooling Observations, Blockbuster Revenue Sharing — clearly wrong."
codex,Codex,gpt-baseline-medium,M064,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C best matches because both listed percentages come from the section on factors that will drive inventory turns change by 2000.
claude,Claude,gpt-baseline-medium,M065,gpt-baseline,gpt/baseline,medium,C,supplychainmanagement-ppt.pptx,ACCEPT,3,3,4,4,True,,,False,False,True,False,False,"SCM is the active management of supply chain activities to maximize total value -> What is supply chain management?. Key C. Distractor B (Information System and SCM) is plausible. Description doesn't embed section name literally (title is a question, description is a statement)."
codex,Codex,gpt-baseline-medium,M065,gpt-baseline,gpt/baseline,medium,C,supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the exact section match because both the SCM definition and the multi-organization product path are defining ideas in What is supply chain management?
claude,Claude,gpt-baseline-medium,M066,gpt-baseline,gpt/baseline,medium,C,supplychainmanagement-ppt.pptx,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,"SCM process automates information flow to optimize -> Meaning of Supply Chain and SCM. Key C. Distractor D (What is supply chain management?) is an excellent distractor — both sections define SCM, requires distinguishing 'meaning/overview' vs 'definition' framing."
codex,Codex,gpt-baseline-medium,M066,gpt-baseline,gpt/baseline,medium,C,supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C best matches because the supply-chain network definition and the automation of information flow are the core of Meaning of Supply Chain and SCM.
claude,Claude,gpt-baseline-medium,M067,gpt-baseline,gpt/baseline,medium,A,supplychainmanagement-ppt.pptx,ACCEPT,3,3,4,4,True,,,False,False,True,False,False,How much to deploy to match supply with demand + outcomes focus -> SCM Objectives and Outcomes. Key A. Distractor B (Bullwhip Effect in SCM) is plausible since demand-supply mismatch relates to bullwhip.
codex,Codex,gpt-baseline-medium,M067,gpt-baseline,gpt/baseline,medium,A,supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the strongest fit because the deployment and operational-control wording belongs to SCM objectives and outcomes.
claude,Claude,gpt-baseline-medium,M068,gpt-baseline,gpt/baseline,medium,D,supplychainmanagement-ppt.pptx,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,One strategy for effective SCM involving IS -> Information System and SCM. Key D. Distractor C (How Information Systems Facilitate SCM) is an excellent distractor — requires distinguishing IS strategy within SCM from how IS facilitate SCM.
codex,Codex,gpt-baseline-medium,M068,gpt-baseline,gpt/baseline,medium,D,supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,True,True,,,False,True,True,True,,"D is the correct match because the JIT strategy, linked flows, and activity coverage are all part of Information System and SCM."
claude,Claude,gpt-baseline-medium,M069,gpt-baseline,gpt/baseline,medium,A,supplychainmanagement-ppt.pptx,ACCEPT,3,2,4,4,True,,,False,False,True,True,False,"Uncertain product demand + supply uncertainties -> Bullwhip Effect in SCM. Key A. Distractors: Information System, Supply Chain Interfaces, Global Supply Chain — clearly wrong."
codex,Codex,gpt-baseline-medium,M069,gpt-baseline,gpt/baseline,medium,A,supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A best matches because the uncertainty list and excess-inventory consequence are central to the bullwhip effect in SCM.
claude,Claude,gpt-baseline-medium,M070,gpt-baseline,gpt/baseline,medium,A,supplychainmanagement-ppt.pptx,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,Support production planning based on actual customer demand -> How Information Systems Facilitate SCM. Key A. Distractor D (Information System and SCM) is an excellent near-match distractor — very similar section names.
codex,Codex,gpt-baseline-medium,M070,gpt-baseline,gpt/baseline,medium,A,supplychainmanagement-ppt.pptx,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the exact section match because the listed capabilities are explicitly described under how information systems facilitate SCM.
